Coords	Name	MIRNA	1A10-fastp-adapters-polyG-31bp-merged_condensed	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A12-fastp-adapters-polyG-31bp-merged_condensed	1A1-fastp-adapters-polyG-31bp-merged_condensed	1A2-fastp-adapters-polyG-31bp-merged_condensed	1A8-fastp-adapters-polyG-31bp-merged_condensed	1A9-fastp-adapters-polyG-31bp-merged_condensed	1B10-fastp-adapters-polyG-31bp-merged_condensed	1B11-fastp-adapters-polyG-31bp-merged_condensed	1B12-fastp-adapters-polyG-31bp-merged_condensed	1B1-fastp-adapters-polyG-31bp-merged_condensed	1B2-fastp-adapters-polyG-31bp-merged_condensed	1B5-fastp-adapters-polyG-31bp-merged_condensed	1B9-fastp-adapters-polyG-31bp-merged_condensed	1C10-fastp-adapters-polyG-31bp-merged_condensed	1C4-fastp-adapters-polyG-31bp-merged_condensed	1D10-fastp-adapters-polyG-31bp-merged_condensed	1D3-fastp-adapters-polyG-31bp-merged_condensed	1D4-fastp-adapters-polyG-31bp-merged_condensed	1D6-fastp-adapters-polyG-31bp-merged_condensed	1D8-fastp-adapters-polyG-31bp-merged_condensed	1D9-fastp-adapters-polyG-31bp-merged_condensed	1E10-fastp-adapters-polyG-31bp-merged_condensed	1E11-fastp-adapters-polyG-31bp-merged_condensed	1E12-fastp-adapters-polyG-31bp-merged_condensed	1E1-fastp-adapters-polyG-31bp-merged_condensed	1E3-fastp-adapters-polyG-31bp-merged_condensed	1E5-fastp-adapters-polyG-31bp-merged_condensed	1E9-fastp-adapters-polyG-31bp-merged_condensed	1F11-fastp-adapters-polyG-31bp-merged_condensed	1F4-fastp-adapters-polyG-31bp-merged_condensed	1F8-fastp-adapters-polyG-31bp-merged_condensed	1G5-fastp-adapters-polyG-31bp-merged_condensed	1H12-fastp-adapters-polyG-31bp-merged_condensed	1H7-fastp-adapters-polyG-31bp-merged_condensed	1H8-fastp-adapters-polyG-31bp-merged_condensed	2B2-fastp-adapters-polyG-31bp-merged_condensed	2B3-fastp-adapters-polyG-31bp-merged_condensed	2C1-fastp-adapters-polyG-31bp-merged_condensed	2C2-fastp-adapters-polyG-31bp-merged_condensed	2D2-fastp-adapters-polyG-31bp-merged_condensed	2E2-fastp-adapters-polyG-31bp-merged_condensed	2F1-fastp-adapters-polyG-31bp-merged_condensed	2G1-fastp-adapters-polyG-31bp-merged_condensed
ptg000015l:8824917-8825460	Cluster_8113	N	356	0	158	224	342	330	407	741	375	215	304	463	405	191	394	1437	193	426	386	338	230	439	137	3	38	418	288	347	422	337	387	122	585	251	292	312	923	726	468	480	367	929	535	407
ptg000015l:8825799-8826244	Cluster_8114	N	5	6	95	26	88	59	143	42	0	0	29	28	256	9	14	26	14	98	160	258	82	144	0	0	0	7	26	8	64	13	122	7	129	34	213	62	5	87	82	127	76	28	7	103
ptg000015l:8826637-8827058	Cluster_8115	N	3	4	11	5	27	41	32	12	0	0	12	6	124	3	3	8	8	54	32	44	28	57	1	0	0	4	8	1	13	4	26	0	34	13	37	13	3	13	39	25	15	11	0	28
ptg000015l:8830694-8831136	Cluster_8116	N	0	0	0	3	6	0	7	1	0	0	5	6	294	0	1	5	94	11	3	440	3	104	0	0	0	8	18	0	2	0	4	2	2	0	369	1	5	17	1	58	1	0	1	4
ptg000015l:8831198-8833149	Cluster_8117	N	166	0	161	77	170	4679	297	102	0	1	2986	53	1016	178	14	35	608	12761	252	1160	150	548	0	0	0	366	1215	23	91	45	177	116	374	2800	689	5657	242	316	210	504	92	1280	107	180
ptg000015l:8833202-8833839	Cluster_8118	N	11	0	97	35	77	97	173	22	0	0	134	23	273	12	9	21	50	141	150	365	98	180	0	0	0	22	57	4	44	20	86	6	156	33	245	77	28	127	81	202	43	18	11	115
ptg000015l:8834752-8835367	Cluster_8119	N	45	0	22	18	30	199	42	8	0	0	9	10	1699	51	5	11	180	37	48	2140	17	943	1	0	0	71	356	1	19	6	31	47	41	108	695	168	90	33	33	68	13	57	36	28
ptg000015l:8837226-8837643	Cluster_8120	N	15	1	37	158	34	31	82	15	0	1	34	136	184	13	52	4	65	64	54	230	50	102	0	0	0	13	104	3	16	154	32	22	52	25	118	28	40	78	35	121	25	14	7	66
ptg000015l:8837955-8838612	Cluster_8121	N	18	0	86	353	92	113	168	46	0	0	87	296	473	15	85	27	115	158	119	714	83	229	0	2	0	43	164	7	42	485	87	21	167	63	499	80	49	237	66	420	51	28	14	148
ptg000015l:8841146-8842539	Cluster_8122	N	1163	0	25	14	32	4685	72	15	2	0	13	16	12838	1075	9	17	2882	41	61	14438	50	5354	0	0	1	1387	6005	2	32	11	41	674	28	1985	6008	4173	1803	44	28	109	23	1164	647	56
ptg000015l:8844666-8845094	Cluster_8123	N	0	0	29	215	25	53	33	4	0	0	4	187	65	0	1	3	0	20	56	97	25	50	0	0	0	0	0	2	19	37	26	0	29	9	92	30	0	10	17	19	34	8	0	69
ptg000015l:8845412-8847304	Cluster_8124	N	190	0	118	9872	4104	2543	5831	114	8	0	2962	6975	20437	200	2644	1535	678	8646	268	28236	177	11063	1	1	1	229	1143	364	119	7692	170	170	6369	1496	8078	2394	257	6495	3360	6995	131	843	115	155
ptg000015l:8848746-8849628	Cluster_8125	N	6	0	79	23	169	71	195	25	0	0	25	34	287	1	5	8	20	74	146	320	92	227	0	1	0	3	29	6	42	21	79	1	186	35	267	65	10	86	167	141	42	12	6	119
ptg000015l:8849811-8850240	Cluster_8126	N	0	0	16	13	51	13	58	22	0	0	12	19	133	6	5	3	23	29	66	88	22	50	0	0	0	5	6	3	12	9	39	3	52	20	183	28	7	35	35	65	12	3	0	44
ptg000015l:8854265-8854672	Cluster_8127	N	0	0	36	1	26	18	39	2	0	0	7	0	71	0	0	6	9	7	20	58	16	39	0	0	0	3	13	0	2	3	7	1	32	10	334	13	7	19	15	40	0	5	2	11
ptg000015l:8860643-8862863	Cluster_8128	N	22	0	725	1132	264	646	534	352	0	1	577	790	934	26	373	47	101	1429	1193	870	1064	474	0	0	0	35	149	15	531	715	1034	23	417	266	516	808	36	291	275	515	542	139	10	1203
ptg000015l:8864334-8865455	Cluster_8129	N	10	0	113	131	1538	246	2086	107	2	1	495	109	2214	108	21	30	58	2223	188	1746	148	1234	0	0	0	86	144	7	80	88	276	33	2172	99	968	196	124	170	1643	209	29	77	21	175
ptg000015l:8866721-8867671	Cluster_8130	N	2	0	4	2	463	2	445	3	0	0	137	7	744	12	0	0	5	1087	3	905	9	394	0	0	0	10	18	1	3	4	7	1	533	4	399	6	23	10	176	103	4	1	5	9
ptg000015l:8873531-8873983	Cluster_8131	N	0	0	0	651	606	28	1922	1	0	0	118	732	662	0	160	36	0	238	0	774	3	220	0	0	0	4	3	1	2	801	0	1	1459	102	400	161	7	110	948	273	0	3	0	0
ptg000015l:8875152-8875579	Cluster_8132	N	9	0	12	19	25	7	45	4	0	1	0	16	28	5	5	8	19	16	23	35	13	19	0	0	0	0	35	2	12	2	18	6	46	9	33	25	11	83	24	130	10	7	4	16
ptg000015l:8877012-8877440	Cluster_8133	N	4	0	1	19	23	24	127	8	0	0	11	10	124	9	3	7	5	35	16	191	14	64	0	0	0	2	72	2	5	33	10	1	92	5	73	7	5	41	43	87	6	2	0	20
ptg000015l:8878069-8878819	Cluster_8134	N	33	0	40	102	133	119	301	11	0	1	71	80	5123	23	7	24	128	170	47	4443	35	2665	0	0	1	37	207	5	9	72	52	22	259	56	1476	107	54	145	131	314	16	21	17	56
ptg000015l:8879258-8880784	Cluster_8135	N	21	0	29	58	219	124	570	31	1	0	73	56	24178	10	23	26	206	149	81	22854	59	15486	0	0	2	15	226	1	29	18	32	25	662	27	6290	57	71	142	228	248	8	25	35	74
ptg000015l:8880817-8881224	Cluster_8136	N	0	0	1	3	4	0	17	1	0	0	1	6	215	1	0	0	0	4	0	301	2	39	0	0	0	0	0	0	0	3	4	0	8	2	123	11	1	2	1	3	1	0	1	0
ptg000015l:8898270-8899045	Cluster_8137	N	23	0	202	21	2031	523	3050	101	1	1	322	16	1531	27	5	18	89	1288	338	1509	237	761	0	0	0	43	150	6	250	9	297	20	4872	324	554	532	46	91	2534	131	180	134	10	184
ptg000015l:8899120-8902411	Cluster_8138	N	407	0	1364	418	3929	1752	7488	587	1	2	1552	229	2794	462	90	71	925	6870	2103	2682	1831	1734	2	0	0	543	2035	20	947	251	1724	319	5397	923	1374	2163	736	347	3235	515	894	493	260	2594
ptg000015l:8902600-8903036	Cluster_8139	N	0	0	90	6	40	151	167	25	0	0	115	6	304	5	2	0	1	449	132	332	102	106	0	0	0	2	10	1	36	4	43	1	70	120	164	178	7	5	36	11	44	41	0	42
ptg000015l:8905777-8906213	Cluster_8140	N	10	0	15	63	126	613	133	16	0	0	13	70	164	9	15	0	11	89	58	426	13	124	0	0	0	0	3	2	20	66	12	0	127	468	146	778	2	121	218	148	10	211	0	28
ptg000015l:8908028-8908458	Cluster_8141	N	0	0	0	0	1	0	2	0	0	0	7	1	351	0	0	8	1	6	2	15	4	87	0	0	0	0	0	1	3	0	0	1	6	3	206	0	0	21	1	81	0	3	3	1
ptg000015l:8912662-8914061	Cluster_8142	N	421	0	45	3346	83	1179	161	65	1	0	1886	2000	6145	360	1054	274	1275	7003	77	5904	95	3767	0	1	0	491	2405	58	129	2561	85	327	168	632	2233	1053	742	1516	76	1449	32	422	246	116
ptg000015l:8914156-8914877	Cluster_8143	N	3	0	4	96	38	27	17	1	0	0	66	83	168	2	46	21	4	156	8	145	7	158	0	0	0	0	7	4	2	71	9	1	32	19	578	33	6	76	26	196	4	10	1	7
ptg000015l:8916715-8917142	Cluster_8144	N	3	0	6	415	9	8	26	1	0	0	2	328	22	7	127	5	25	21	10	23	12	11	0	0	0	11	39	1	7	243	5	5	24	6	29	5	9	17	17	26	7	4	5	11
ptg000015l:8917552-8918713	Cluster_8145	N	12	0	29	2804	90	43	146	6	0	0	28	1648	137	12	800	11	80	71	70	151	48	93	0	0	1	31	131	3	32	1644	57	15	120	22	149	29	40	71	65	170	15	28	16	50
ptg000015l:8919064-8919489	Cluster_8146	N	6	0	24	49	60	24	67	14	0	0	15	42	107	12	17	6	29	79	54	105	29	88	0	0	0	9	30	6	25	21	44	5	55	12	55	45	14	31	57	43	13	8	7	22
ptg000015l:8920285-8920712	Cluster_8147	N	3	0	43	29	15	20	31	23	0	0	7	29	79	15	4	6	52	31	35	86	18	47	0	0	0	33	67	1	14	22	60	13	25	3	87	9	29	23	7	46	14	5	4	54
ptg000015l:8921114-8921538	Cluster_8148	N	6	0	11	23	26	30	54	11	0	0	26	20	141	9	4	5	36	72	17	186	10	88	0	0	0	16	75	3	9	17	12	9	59	12	76	22	11	52	24	71	4	3	2	11
ptg000015l:8921592-8922822	Cluster_8149	N	8	0	41	466	14	42	18	22	0	0	87	464	2482	25	207	69	71	252	48	1691	28	1270	0	0	0	18	100	22	45	113	44	14	18	21	539	69	41	356	15	399	21	24	16	34
ptg000015l:8922867-8923778	Cluster_8150	N	30	0	34	145	16	54	40	13	0	0	103	115	1281	40	100	78	124	242	56	1291	43	880	0	0	2	43	197	22	34	99	40	31	40	25	440	49	63	190	17	201	16	15	22	55
ptg000015l:8923913-8924314	Cluster_8151	N	9	0	4	38	24	17	38	3	0	0	20	29	176	12	19	7	22	112	5	160	8	148	0	0	0	12	47	2	3	21	10	3	48	5	115	10	15	22	25	56	3	2	1	9
ptg000015l:8925736-8927941	Cluster_8152	N	420	0	122	2895	113	319	164	100	0	0	631	1887	3094	490	671	25	1202	2703	233	3484	240	1582	0	0	0	400	1898	3	176	2687	242	276	119	180	1078	295	570	154	64	245	69	83	196	428
ptg000015l:8929943-8930371	Cluster_8153	N	36	0	17	139	32	33	77	16	0	0	30	88	315	36	33	15	73	138	68	201	43	150	0	0	0	24	127	7	24	110	40	15	56	24	85	39	38	96	36	159	34	9	13	45
ptg000015l:8930716-8931142	Cluster_8154	N	14	0	37	42	40	29	69	20	0	0	23	22	127	19	7	5	59	82	61	92	51	65	0	0	0	18	87	2	19	38	57	14	56	11	77	25	16	36	35	49	27	9	11	36
ptg000015l:8931987-8932414	Cluster_8155	N	16	0	4	7	57	3	28	1	0	0	21	6	14	25	2	17	39	106	2	19	4	13	0	0	0	29	105	2	5	6	1	17	36	3	31	4	46	105	34	112	0	5	7	7
ptg000015l:8932816-8933376	Cluster_8156	N	7	0	20	256	5	10	1	18	0	0	369	136	45	4	48	0	15	1438	43	58	24	48	0	0	0	12	12	0	18	167	32	0	7	8	55	5	2	8	6	10	20	1	1	31
ptg000015l:8936265-8936745	Cluster_8157	N	372	0	375	1111	1	4	7	159	0	0	493	795	1698	379	312	0	842	1462	529	3159	454	730	0	0	0	599	2080	1	201	1123	573	322	3	6	898	3	500	6	4	2	192	2	143	558
ptg000015l:8940059-8940468	Cluster_8158	N	16	0	1	4	2	0	0	0	0	0	1	1	191	17	0	6	39	7	0	142	0	84	0	0	0	7	85	1	0	1	1	6	3	0	47	0	17	6	0	18	2	1	3	2
ptg000015l:8941194-8941814	Cluster_8159	N	27	0	0	7	1	0	0	0	0	0	6	11	402	21	0	0	107	35	2	667	0	215	0	0	0	32	214	0	1	1	1	9	0	0	226	0	49	1	0	0	0	0	7	0
ptg000015l:8942347-8942776	Cluster_8160	N	39	0	7	2	53	0	98	9	0	0	2	7	544	89	2	5	130	73	12	448	16	216	0	0	0	37	209	1	9	2	21	33	88	0	240	0	53	4	65	13	6	0	15	38
ptg000015l:8945183-8946030	Cluster_8161	N	48	0	68	272	81	1	99	33	0	1	150	320	78	59	31	4	186	521	93	148	91	95	0	0	0	64	335	1	50	143	97	61	148	30	118	24	53	75	77	69	39	19	36	84
ptg000015l:8946589-8947016	Cluster_8162	N	5	0	68	2	7	49	22	17	0	0	3	1	10	4	0	0	13	8	42	32	88	5	0	0	0	3	23	0	30	2	61	3	20	37	20	79	5	5	15	8	7	0	2	78
ptg000015l:8948353-8950023	Cluster_8163	N	329	0	63	386	676	316	355	16	0	0	570	397	1848	249	177	104	742	2019	100	1945	31	1017	0	0	0	479	1351	40	11	316	35	235	407	249	605	629	511	414	349	893	9	167	208	33
ptg000015l:8950663-8951087	Cluster_8164	N	9	0	0	57	1	17	2	0	0	0	15	30	168	10	6	13	35	75	0	269	0	64	0	1	0	10	90	3	0	50	0	5	4	3	62	8	3	72	2	68	0	2	3	0
ptg000015l:8952380-8952817	Cluster_8165	N	61	0	1	24	2	52	3	2	0	1	20	17	38	47	4	191	569	12	3	152	6	16	0	0	0	73	1123	15	2	13	4	58	5	32	72	46	163	181	4	219	1	23	50	3
ptg000015l:8957702-8958417	Cluster_8166	N	4	0	24	355	12	773	22	7	0	0	332	327	16	6	2	0	26	1595	42	28	26	7	0	0	0	8	25	0	14	332	36	3	14	304	24	794	11	13	8	31	12	210	2	30
ptg000015l:8958981-8959407	Cluster_8167	N	1	0	0	189	0	137	3	0	0	0	10	134	3	1	0	0	3	55	2	1	0	3	0	0	0	0	4	0	0	119	2	1	2	126	8	195	2	1	0	5	2	43	0	0
ptg000015l:8965544-8965971	Cluster_8168	N	3	0	3	179	1	171	5	0	0	0	18	106	3	0	1	2	3	64	4	6	3	1	0	0	0	0	0	0	4	69	2	0	1	97	7	231	4	5	2	3	3	42	0	10
ptg000015l:8966579-8966998	Cluster_8169	N	0	0	4	78	2	294	2	0	0	0	19	40	13	1	0	0	4	61	14	4	6	2	0	0	0	0	6	0	10	34	4	0	1	166	15	316	0	1	0	11	9	144	0	6
ptg000015l:8973574-8974002	Cluster_8170	N	54	0	11	17	0	49	0	4	0	0	0	7	5	58	0	17	137	3	20	4	26	4	0	0	0	84	300	4	5	10	18	41	0	27	6	54	74	128	0	200	13	11	24	28
ptg000015l:8978275-8978702	Cluster_8171	N	49	0	4	29	0	2	0	1	0	0	2	15	26	14	0	3	141	3	22	41	9	35	0	0	0	56	303	1	2	29	3	26	0	1	11	0	39	138	0	142	0	0	27	6
ptg000015l:8982680-8983109	Cluster_8172	N	44	0	0	0	0	0	0	0	0	0	0	0	1107	36	2	0	45	0	0	218	0	82	0	0	0	57	225	0	0	0	0	29	0	0	93	0	44	0	0	0	0	0	15	0
ptg000015l:8983236-8983669	Cluster_8173	N	15	3	1	0	0	0	0	0	0	0	0	0	2440	36	0	0	114	2	0	2154	0	95	0	0	0	45	157	0	0	0	2	16	0	0	556	0	27	0	0	0	0	1	9	0
ptg000015l:8984347-8984992	Cluster_8174	N	1356	0	0	85	0	45	0	0	0	0	0	301	6018	1027	20	0	3372	28	0	5461	0	3000	0	0	0	1495	7402	0	0	391	0	1060	0	20	2082	21	1981	2	0	1	0	17	795	1
ptg000015l:8987874-8988375	Cluster_8175	N	5	0	15	600	29	475	63	10	0	0	293	568	80	6	1	3	28	600	27	94	18	38	0	0	0	12	30	0	12	857	18	4	45	285	132	587	15	39	22	82	15	98	5	23
ptg000015l:8989025-8989461	Cluster_8176	N	6	0	58	66	55	128	208	38	0	0	30	46	583	5	11	8	12	85	97	558	70	166	0	0	0	5	40	5	25	53	44	6	137	47	167	123	5	47	65	62	50	51	1	107
ptg000015l:8995432-8995853	Cluster_8177	N	1	0	3	89	19	34	22	1	0	0	19	72	22	7	0	0	12	57	9	31	4	18	0	0	0	3	8	0	2	121	5	1	16	23	20	43	0	11	7	32	1	4	3	5
ptg000015l:8997380-8997809	Cluster_8178	N	18	0	49	25	45	37	97	15	0	0	20	14	239	16	6	9	103	65	51	321	8	111	0	0	0	31	157	2	17	21	32	6	84	29	95	44	40	48	34	81	4	5	6	59
ptg000015l:8998206-8998634	Cluster_8179	N	38	0	0	4	18	3	21	1	1	0	2	5	43	39	4	5	250	7	1	30	11	25	0	0	0	32	321	0	0	2	2	11	16	3	30	11	76	3	7	14	3	4	50	4
ptg000015l:9005496-9005924	Cluster_8180	N	13	0	19	12	101	22	209	11	0	0	4	11	169	21	9	16	57	31	85	286	64	144	0	0	0	21	90	0	29	7	31	16	101	25	176	33	28	31	63	95	28	23	11	56
ptg000015l:9006259-9006994	Cluster_8181	N	17	0	75	118	26	235	53	32	0	0	38	70	309	18	25	4	55	193	78	308	207	235	0	0	0	16	61	5	29	149	119	10	35	75	258	241	28	156	44	108	38	53	23	144
ptg000015l:9007854-9008283	Cluster_8182	N	5	0	38	36	69	53	132	21	0	0	17	17	214	5	11	5	15	49	75	319	51	127	0	1	0	5	24	3	26	36	77	1	122	18	158	35	12	52	43	77	50	7	3	76
ptg000015l:9008540-9009253	Cluster_8183	N	18	0	330	47	169	117	214	90	1	0	32	27	390	15	14	8	39	116	300	314	395	224	0	0	0	15	87	5	139	33	435	16	324	77	166	170	27	90	153	129	166	32	9	456
ptg000015l:9010101-9010602	Cluster_8184	N	5	0	54	41	85	69	169	25	0	0	14	29	191	3	19	14	22	56	110	271	70	127	0	0	0	5	22	4	45	27	69	5	106	30	124	62	11	61	59	128	40	15	1	101
ptg000015l:9010639-9011068	Cluster_8185	N	3	0	80	30	56	64	61	58	1	0	9	13	123	1	5	10	11	48	118	184	82	69	0	0	0	3	16	3	51	30	69	2	57	28	74	60	8	35	38	39	43	15	3	107
ptg000015l:9011761-9012683	Cluster_8186	N	225	0	65	1223	1125	116	1065	9	0	0	549	1127	2308	269	443	110	473	4402	123	1251	30	1758	0	0	0	116	484	9	50	506	44	121	1169	97	639	214	332	428	1074	530	55	135	156	79
ptg000015l:9012754-9013750	Cluster_8187	N	209	0	354	1377	487	2398	1489	190	0	0	992	594	2154	240	233	290	667	4597	843	1635	545	1119	0	0	0	140	1968	54	424	855	721	102	854	1067	626	1699	670	1364	465	1891	480	600	110	1130
ptg000015l:9018221-9018650	Cluster_8188	N	1	0	53	17	14	4	42	6	0	0	4	30	2882	4	12	98	1	2	52	3349	40	915	0	0	0	0	3	11	4	16	40	0	9	0	700	1	2	240	8	429	10	0	0	11
ptg000015l:9021637-9022065	Cluster_8189	N	14	0	40	30	126	59	159	37	0	0	22	23	266	18	8	21	47	76	113	200	55	215	0	0	0	23	80	11	47	9	70	17	163	58	113	84	26	119	94	167	33	17	11	60
ptg000015l:9022968-9023697	Cluster_8190	N	28	0	85	58	212	125	494	37	0	0	40	41	363	39	19	46	118	113	94	601	123	292	0	0	0	43	238	12	40	41	105	19	394	58	323	115	71	279	215	358	52	22	18	78
ptg000015l:9024052-9024480	Cluster_8191	N	5	0	36	16	64	41	86	31	0	0	10	28	169	9	5	8	36	43	63	133	43	96	0	0	0	15	62	1	25	7	50	8	108	20	78	40	14	75	64	86	14	17	8	50
ptg000015l:9024925-9025337	Cluster_8192	N	4	0	17	11	37	24	74	20	0	0	8	10	102	10	7	8	27	27	32	125	20	53	0	0	0	8	59	2	18	8	25	14	59	16	118	18	11	57	29	100	17	8	4	20
ptg000015l:9025811-9026293	Cluster_8193	N	12	0	54	10	82	76	184	31	0	0	14	20	279	17	5	17	50	50	106	199	71	159	0	0	0	9	97	13	40	13	56	6	132	37	196	81	24	100	80	131	43	16	8	61
ptg000015l:9026779-9027678	Cluster_8194	N	41	0	180	102	198	255	156	128	0	1	65	79	603	38	16	21	112	291	383	586	218	525	0	0	0	56	200	12	200	49	221	33	243	115	288	214	58	200	179	244	156	95	35	233
ptg000015l:9027865-9029083	Cluster_8195	N	52	0	176	116	270	195	356	116	1	1	45	77	577	45	31	26	228	226	376	620	220	420	0	0	0	105	334	14	146	74	251	37	371	135	289	229	112	232	221	396	153	88	36	302
ptg000015l:9029877-9032759	Cluster_8196	N	469	0	391	863	743	395	1252	208	10	0	218	599	22015	399	345	304	1575	977	629	18649	556	11381	0	2	0	523	2619	119	304	556	532	346	1160	217	6712	446	756	2124	661	2435	248	124	326	576
ptg000015l:9033175-9033868	Cluster_8197	N	2	0	162	1327	511	7	66	357	1	0	1622	1018	6890	148	280	396	365	3915	0	10076	0	2759	0	1	0	711	382	0	115	1219	0	0	191	7	3233	62	560	1327	306	1758	425	0	188	1
ptg000015l:9034112-9034831	Cluster_8198	N	62	0	0	2804	0	0	1	0	0	0	1194	1135	6280	47	95	0	485	5842	2	12944	0	2184	0	0	0	80	631	0	0	2370	4	49	1	0	2221	1	153	0	0	1	0	0	45	0
ptg000015l:9034878-9035399	Cluster_8199	N	11	0	0	233	0	0	0	0	0	0	238	142	646	6	58	0	41	920	0	615	0	408	0	0	0	93	29	0	1	148	0	4	0	0	379	0	15	0	0	0	0	0	6	0
ptg000015l:9035410-9035838	Cluster_8200	N	20	0	0	166	0	0	0	0	1	0	231	107	16	16	34	0	24	442	0	1086	0	7	0	0	0	19	46	0	1	332	0	8	0	0	8	0	20	0	0	0	0	0	8	0
ptg000015l:9036925-9041106	Cluster_8201	N	477	0	572	7390	5963	836	7636	284	7	2	358	5060	27156	724	1885	3336	1645	2148	845	25074	569	13813	1	1	1	886	2407	816	378	3877	661	353	10874	365	10969	890	946	16722	6573	22186	364	246	337	672
ptg000015l:9041684-9042142	Cluster_8202	N	4	0	45	15	35	25	41	28	0	0	47	18	176	20	13	52	21	70	69	108	15	119	0	0	0	8	33	15	18	9	39	3	54	14	168	10	12	178	41	217	19	12	4	39
ptg000015l:9042236-9042667	Cluster_8203	N	4	0	27	208	19	88	41	9	0	0	68	113	134	12	42	10	52	203	48	163	22	65	0	0	0	17	39	0	13	113	29	7	42	18	150	34	16	37	16	56	12	8	2	30
ptg000015l:9049871-9051340	Cluster_8204	N	29	0	214	92	82	104	340	45	0	0	74	38	3867	139	16	23	220	244	323	2934	457	929	0	0	0	61	432	3	59	69	141	41	199	48	1049	59	97	135	54	366	93	11	23	399
ptg000015l:9052030-9052463	Cluster_8205	N	36	0	24	40	165	73	176	16	0	0	73	58	235	32	12	15	91	247	65	208	41	147	0	0	0	36	110	4	31	32	42	16	186	42	94	77	39	127	145	156	17	21	21	23
ptg000015l:9052615-9053419	Cluster_8206	N	51	0	91	102	149	149	210	40	0	0	45	88	440	66	37	15	176	209	147	392	125	350	1	0	0	96	237	5	81	72	109	25	263	47	207	156	105	161	147	205	51	46	32	126
ptg000015l:9054270-9054699	Cluster_8207	N	7	0	50	12	35	24	61	41	0	0	10	10	49	10	3	9	20	30	103	74	58	34	0	0	0	12	21	1	43	6	71	3	31	8	33	21	10	33	23	56	32	4	2	70
ptg000015l:9058003-9058657	Cluster_8208	N	155	0	1575	30	246	1104	506	933	0	2	47	38	368	176	8	31	1247	102	1689	354	1859	169	0	0	0	87	399	10	1083	24	3479	74	878	486	304	1039	264	172	146	392	538	116	30	1495
ptg000015l:9059418-9059844	Cluster_8209	N	5	0	12	8	11	9	18	8	73	74	6	5	35	4	2	7	35	15	22	32	17	22	530	6	63	14	49	2	7	3	19	3	19	7	39	9	14	22	17	38	6	5	3	19
ptg000015l:9064435-9065457	Cluster_8210	N	32	0	235	120	237	182	447	131	13	0	90	60	1226	21	26	113	87	249	334	1361	230	531	0	0	0	30	215	40	141	81	284	18	460	78	885	190	50	482	208	710	113	71	14	358
ptg000015l:9067365-9068159	Cluster_8211	N	25	0	67	57	80	72	140	37	0	0	29	53	234	32	17	17	102	101	139	225	93	153	0	0	0	55	144	3	55	35	76	23	102	36	79	52	53	66	99	98	39	17	19	85
ptg000015l:9068356-9069045	Cluster_8212	N	36	0	77	61	101	48	130	36	0	0	32	56	154	18	21	17	75	87	91	176	53	125	0	0	0	39	136	7	58	30	75	29	144	29	127	50	30	146	84	132	22	7	21	65
ptg000015l:9069796-9072102	Cluster_8213	N	685	0	1489	3533	1217	4511	1749	932	18	157	1614	2405	8160	500	1133	368	1704	5576	2413	6058	1951	3946	223	5	36	873	3350	74	1208	2095	2410	501	1709	2124	2823	4960	981	1804	953	2097	1017	1452	359	2490
ptg000015l:9072627-9073036	Cluster_8214	N	8	0	29	32	47	53	103	14	0	4	9	15	178	8	5	6	43	53	70	173	55	93	4	0	2	14	81	2	20	6	52	6	63	30	70	33	23	52	39	55	17	9	6	63
ptg000015l:9073935-9074386	Cluster_8215	N	28	2	111	18	59	110	115	53	3	17	26	14	190	27	7	7	78	97	224	196	107	86	10	3	3	41	136	7	69	10	126	19	149	48	85	85	47	61	56	92	63	11	10	113
ptg000015l:9074430-9074850	Cluster_8216	N	4	8	28	19	31	39	74	21	2	60	16	3	70	9	2	11	51	42	60	111	41	46	4	4	8	22	80	2	26	5	40	5	64	14	34	26	16	63	37	65	28	15	12	69
ptg000015l:9074913-9075727	Cluster_8217	N	33	11	157	45	100	132	197	58	44	962	35	25	167	48	4	22	174	70	262	223	270	104	304	29	294	67	290	6	94	31	222	27	150	73	101	96	95	138	78	217	104	35	29	336
ptg000015l:9078852-9079449	Cluster_8218	N	14	0	34	18	34	97	109	11	0	0	26	12	113	8	4	24	52	105	44	147	34	65	0	0	0	11	72	8	27	22	32	4	99	31	53	88	20	177	52	219	12	11	4	44
ptg000015l:9079452-9080560	Cluster_8219	N	45	0	229	64	369	311	542	121	2	6	56	86	618	64	23	100	238	203	347	617	296	443	8	6	0	105	373	35	142	57	247	47	498	134	438	256	123	622	345	839	123	66	50	467
ptg000015l:9081746-9082705	Cluster_8220	N	57	0	171	87	162	145	391	68	0	0	68	71	405	44	12	38	156	173	313	575	219	242	0	0	0	37	266	11	116	60	246	28	287	99	246	164	86	189	147	255	101	42	17	260
ptg000015l:9083391-9084066	Cluster_8221	N	8	0	1118	28	114	194	179	648	0	1	243	23	252	9	6	5	72	1682	1542	367	985	132	0	0	0	19	83	3	691	16	1339	17	98	88	154	204	17	59	62	95	545	64	6	1266
ptg000015l:9085132-9085774	Cluster_8222	N	19	30	4	16	13	6	24	0	0	0	70	11	521	17	3	8	65	326	6	378	1	205	0	0	0	37	114	3	0	7	5	13	19	6	221	13	47	44	7	97	0	2	19	3
