Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_902:59066-59489	Cluster_8045	N	1	2	0	41	0	0	0	5	36	0	0	0	76	13	3	0	3	216	1	131	2	3	14	100	0	0	0	0	0	92	2	0	10	0	0	0	6
Porites_evermani_scaffold_902:59842-60472	Cluster_8046	N	1	8	0	100	3	0	0	21	53	0	0	3	254	19	175	1	17	626	0	37	37	2	184	167	18	0	0	0	0	227	11	0	7	0	0	0	9
Porites_evermani_scaffold_902:61806-62230	Cluster_8047	N	1	2	0	29	0	0	0	2	20	0	0	0	27	7	52	1	2	190	0	8	4	0	180	44	11	0	0	0	0	43	0	0	4	0	0	0	7
Porites_evermani_scaffold_902:63600-65980	Cluster_8048	N	127	311	0	291	358	11	0	66	4307	1	19	2	13879	2100	464	1	5272	2931	3	666	1987	17	1382	23982	16	19	34	21	0	584	139	0	148	0	0	0	396
Porites_evermani_scaffold_903:9560-9985	Cluster_8049	N	1	0	0	1	0	0	0	0	2	0	0	0	111	0	1	0	0	30	0	495	119	35	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0
Porites_evermani_scaffold_903:10956-11415	Cluster_8050	N	0	1	0	2	0	3	0	0	1	0	0	0	1228	3	0	0	0	6	0	0	4	0	1	1024	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_903:78673-79207	Cluster_8051	N	0	1	0	136	0	0	0	27	0	0	0	1	0	1	70	1	0	722	0	0	195	0	56	214	9	3	0	0	0	190	10	0	2	0	0	0	0
Porites_evermani_scaffold_903:79868-80296	Cluster_8052	N	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	250	0	0	103	0	22	58	0	2	0	0	0	127	1	0	0	0	0	0	0
Porites_evermani_scaffold_903:168807-169234	Cluster_8053	N	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	274	1	0	0	19	0	65	0	21	2	4	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_904:100541-101023	Cluster_8054	N	9	137	1	131	62	2	0	9	112	10	4	77	103	301	125	0	16	100	4	206	239	16	176	114	25	24	26	15	0	89	292	0	424	0	2	0	280
Porites_evermani_scaffold_904:167681-168092	Cluster_8055	N	6	8	0	63	9	0	0	5	40	0	1	0	159	41	17	0	36	221	0	8	61	1	7	144	1	0	0	0	0	118	3	0	19	0	0	0	37
Porites_evermani_scaffold_905:63798-64218	Cluster_8056	N	5	2	0	3	0	0	0	1	76	0	0	0	10	4	7	0	2	79	0	23	22	2	5	31	1	6	2	0	0	15	32	0	103	0	0	0	64
Porites_evermani_scaffold_906:2150-2579	Cluster_8057	N	24	4	0	272	2	0	0	17	9	0	0	7	266	4	21	0	5	521	1	321	204	11	15	267	0	15	1	1	0	598	98	0	57	0	0	0	216
Porites_evermani_scaffold_906:3219-3643	Cluster_8058	N	6	4	0	18	0	1	0	5	22	0	0	1	143	2	4	0	2	152	0	57	17	2	8	86	0	1	0	0	0	32	9	0	3	0	0	0	15
Porites_evermani_scaffold_906:4578-5006	Cluster_8059	N	20	2	0	33	2	0	0	6	55	0	0	1	314	7	10	0	15	311	0	119	31	6	16	203	1	8	0	1	0	57	20	0	12	0	0	0	25
Porites_evermani_scaffold_906:5898-6356	Cluster_8060	N	59	32	0	72	2	1	0	21	345	0	0	2	640	20	30	0	20	1022	2	449	93	14	91	868	4	15	1	1	0	172	91	0	41	0	0	0	94
Porites_evermani_scaffold_906:7540-8231	Cluster_8061	N	57	68	0	111	1	0	0	25	421	0	0	13	798	22	60	1	37	558	1	573	167	15	92	1003	11	11	5	3	0	127	70	0	73	0	0	0	186
Porites_evermani_scaffold_906:9254-10502	Cluster_8062	N	391	678	0	1177	88	13	0	142	4487	0	9	58	4717	752	1000	9	582	5253	18	3466	3078	165	520	4934	42	84	46	36	0	2158	554	0	902	0	3	0	1681
Porites_evermani_scaffold_906:12405-12832	Cluster_8063	N	3	20	0	0	2	0	0	1	0	0	1	0	144	0	74	1	16	0	0	0	0	5	72	2	1	4	1	3	0	0	19	0	0	0	1	1	40
Porites_evermani_scaffold_906:19709-20140	Cluster_8064	N	1	1	0	374	1	0	0	0	44	1	0	1	256	12	0	0	154	53	1	379	3	1	2	598	0	0	0	0	0	3	6	0	1	0	0	0	14
Porites_evermani_scaffold_906:76805-77232	Cluster_8065	N	6	7	0	1	0	0	0	0	817	0	0	0	3	2	8	0	2	2	0	5	0	11	127	0	3	1	5	4	0	0	1	0	4	0	0	0	14
Porites_evermani_scaffold_906:167053-167986	Cluster_8066	N	69	114	0	196	18	2	0	25	1255	0	2	7	912	199	117	0	217	1475	2	403	373	16	156	827	9	25	8	10	0	337	191	0	212	0	0	0	280
Porites_evermani_scaffold_907:169917-170345	Cluster_8067	N	2	74	0	3	4	0	0	3	511	0	1	0	1	11	0	0	4	1	2	10	0	1	3	0	1	0	0	0	0	0	10	0	1	0	0	0	2
Porites_evermani_scaffold_908:119861-120290	Cluster_8068	N	0	40	0	598	0	0	0	18	1456	0	0	0	45	2	6	0	5	3001	1	15	4	4	58	248	1	4	5	1	0	1253	5	0	9	0	0	0	0
Porites_evermani_scaffold_909:129633-132432	Cluster_8069	N	378	706	1	122	86	10	0	22	5887	0	13	4	5257	695	619	3	796	853	27	5387	833	171	802	8249	40	37	40	30	0	278	312	0	350	0	0	0	1056
Porites_evermani_scaffold_910:87475-87921	Cluster_8070	N	30	1104	0	654	116	48	0	31	599	9	46	126	2057	1767	2096	3	107	909	9	5185	2010	112	296	1304	52	141	18	113	0	1071	2386	0	627	0	2	0	1366
Porites_evermani_scaffold_910:99233-99322	Cluster_8071	Y	209	11519	7	3056	582	130	0	266	6814	12	577	315	11914	9676	16960	158	357	7276	280	54336	11747	2885	4115	15712	961	1705	712	367	0	6144	8851	0	3112	0	14	5	3646
Porites_evermani_scaffold_910:99563-99983	Cluster_8072	N	4	557	2	0	0	2	0	27	0	0	8	1	1	98	74	33	5	0	179	0	0	0	169	1	0	18	533	30	0	0	29	0	52	0	0	0	0
Porites_evermani_scaffold_910:100750-101179	Cluster_8073	N	10	25	0	67	3	1	0	3	68	0	3	0	235	80	80	0	25	59	2	237	118	16	51	199	6	4	0	2	0	54	8	0	18	0	0	0	33
Porites_evermani_scaffold_910:118720-118809	Cluster_8074	Y	30	21568	5	134	37	1	0	28	4412	4	8	241	393	117	943	33	5	514	237	2683	1907	678	0	723	237	445	529	31	0	432	363	0	51	0	4	0	1794
Porites_evermani_scaffold_910:139331-139420	Cluster_8075	Y	108	3972	1	1860	185	110	0	142	1463	4	131	220	2023	2206	3731	57	70	3673	61	21723	3422	688	1053	2086	86	1139	186	122	0	3713	11343	0	3661	0	3	0	1519
Porites_evermani_scaffold_912:161192-161623	Cluster_8076	N	2	2	0	4	1	0	0	0	366	0	0	1	0	1	4	0	0	12	0	0	2	1	3	2	1	0	2	1	0	2	0	0	301	0	0	0	1
Porites_evermani_scaffold_913:170410-170890	Cluster_8077	N	10	191	0	136	3	1	0	46	1751	0	0	1	147	15	177	0	12	1684	12	1144	91	30	376	564	7	12	7	8	0	437	187	0	13	0	0	0	27
Porites_evermani_scaffold_914:138099-138512	Cluster_8078	N	40	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	11	9	0	43	24	2	0	164	1	0	0	0	0	0	4	0	5	0	0	0	6
Porites_evermani_scaffold_914:143093-143982	Cluster_8079	N	39	0	0	150	8	0	0	9	0	0	1	0	244	132	124	0	68	521	0	200	437	6	64	151	5	4	0	2	0	282	30	0	124	0	0	0	351
Porites_evermani_scaffold_914:144587-145007	Cluster_8080	N	1	0	0	2	0	0	0	1	0	0	0	0	82	3	8	0	4	112	0	69	19	1	17	53	0	0	0	0	0	12	1	0	5	0	0	0	12
Porites_evermani_scaffold_914:146207-146625	Cluster_8081	N	8	0	0	8	0	0	0	2	0	0	0	0	240	4	6	0	4	139	0	12	17	0	12	26	1	0	0	0	0	18	3	0	9	0	0	0	11
Porites_evermani_scaffold_915:12709-13161	Cluster_8082	N	0	89	0	172	3	0	0	1	36	0	0	0	143	3	101	0	0	102	2	3	5	0	6	0	6	0	0	0	0	356	2	0	4	0	0	0	0
Porites_evermani_scaffold_915:105261-105766	Cluster_8083	N	13	15	0	28	0	0	0	8	314	0	0	1	252	1	16	0	1	580	0	138	46	7	68	295	1	7	1	2	0	74	17	0	5	0	0	0	12
Porites_evermani_scaffold_915:106049-107226	Cluster_8084	N	43	34	0	111	1	1	0	20	706	0	0	4	870	5	77	1	0	1156	1	387	218	13	187	777	9	10	3	0	0	271	94	0	73	0	0	0	157
Porites_evermani_scaffold_915:107423-109057	Cluster_8085	N	112	126	0	341	0	1	0	41	1467	0	0	7	1879	3	288	2	1	2181	6	757	534	17	313	1652	18	20	12	6	0	679	203	0	129	0	0	0	484
Porites_evermani_scaffold_916:24092-24519	Cluster_8086	N	25	23	0	8	6	0	0	3	686	0	1	1	1	30	5	0	46	113	2	29	79	1	25	536	1	0	4	0	0	16	2	0	35	0	0	0	92
Porites_evermani_scaffold_916:47788-48216	Cluster_8087	N	1	8	0	31	0	0	0	2	286	0	0	2	2	9	15	0	7	105	0	25	328	2	9	92	1	33	0	0	0	44	7	0	1	0	0	0	1
Porites_evermani_scaffold_917:85638-86271	Cluster_8088	N	8	11	0	19	0	0	0	2	97	0	0	0	170	7	12	2	7	83	1	35	711	4	24	55	1	3	0	0	0	27	15	0	7	0	0	0	23
Porites_evermani_scaffold_917:159696-160168	Cluster_8089	N	51	32	0	3	0	1	0	4	239	0	0	9	365	61	25	0	119	326	0	197	19	2	214	345	0	0	0	0	0	80	24	0	3	0	0	0	72
Porites_evermani_scaffold_918:76200-76626	Cluster_8090	N	49	6	0	16	3	2	0	1	29	0	0	0	104	53	6	0	28	93	0	32	8	1	17	67	0	5	0	1	0	22	35	0	145	0	0	0	140
Porites_evermani_scaffold_919:96520-96972	Cluster_8091	N	118	0	0	2	1	0	0	6	559	0	0	2	1261	1	0	0	17	124	0	230	128	27	12	75	0	3	0	1	0	18	0	0	1	0	0	0	4
Porites_evermani_scaffold_919:141521-141947	Cluster_8092	N	58	1	0	6	4	0	0	0	0	0	0	2	43	2	169	0	2	0	0	8	4	33	7	0	1	5	1	2	0	0	5	0	22	0	0	0	194
Porites_evermani_scaffold_920:41324-41752	Cluster_8093	N	5	2	0	173	1	0	0	1	138	0	1	11	394	37	9	0	190	2	0	9	2	0	9	222	0	0	2	0	0	11	1	0	0	0	0	0	9
Porites_evermani_scaffold_921:17793-18220	Cluster_8094	N	0	7	0	35	1	0	0	8	21	0	0	0	2140	1	2	0	0	269	0	0	1	0	2	31	0	0	0	0	0	10	0	0	1	0	0	0	0
Porites_evermani_scaffold_921:29816-30244	Cluster_8095	N	135	0	0	0	1	0	0	0	135	0	0	0	317	3	0	0	21	5	0	27	0	3	6	26	0	0	0	1	0	1	0	0	0	0	0	0	1
Porites_evermani_scaffold_921:122722-123149	Cluster_8096	N	1	2	0	5	1	0	0	0	7	0	0	0	4	2	3	0	1	1	0	8	5	0	2	533	2	0	0	2	0	1	1	0	0	0	0	0	4
Porites_evermani_scaffold_922:20925-21349	Cluster_8097	N	8	10	0	14	6	1	0	2	59	0	1	1	97	31	18	0	22	64	1	130	7	6	15	30	8	1	2	1	0	15	23	0	57	0	0	0	22
Porites_evermani_scaffold_922:22483-23541	Cluster_8098	N	60	30	0	116	13	1	0	25	362	0	2	5	1276	131	127	0	170	807	1	380	40	15	177	495	10	20	3	5	0	230	113	0	67	0	0	0	187
Porites_evermani_scaffold_922:27367-27794	Cluster_8099	N	0	1	0	50	0	0	0	5	2	0	0	0	1	2	33	0	3	596	0	16	0	0	55	0	0	2	0	1	0	77	2	0	25	0	0	0	17
Porites_evermani_scaffold_922:39748-40175	Cluster_8100	N	19	0	0	91	0	0	0	2	26	0	0	1	0	45	5	0	36	76	0	19	0	0	0	18	0	1	0	1	0	19	2	0	70	0	0	0	65
Porites_evermani_scaffold_922:157216-157782	Cluster_8101	N	151	111	0	365	26	1	0	47	1300	0	5	4	2793	215	440	2	189	1514	5	870	913	33	331	2271	30	36	2	19	0	562	403	0	564	0	0	0	755
Porites_evermani_scaffold_923:13975-15033	Cluster_8102	N	71	27	0	136	15	2	0	25	357	1	3	7	1273	132	133	0	152	813	3	382	37	10	164	509	10	25	3	3	0	216	117	0	66	0	0	0	196
Porites_evermani_scaffold_923:15049-15474	Cluster_8103	N	4	12	0	15	2	0	0	1	13	0	1	0	23	29	9	1	4	20	1	115	10	4	1	15	0	3	2	2	0	20	18	0	25	0	0	0	36
Porites_evermani_scaffold_923:42488-43321	Cluster_8104	N	19	43	0	30	1	1	0	4	222	0	0	1	248	20	45	0	3	164	3	195	17	10	45	210	5	20	4	0	0	59	62	0	70	0	0	0	140
Porites_evermani_scaffold_923:52706-53272	Cluster_8105	N	5	24	0	89	1	0	0	9	115	0	0	0	26	4	14	0	5	517	0	469	10	21	19	15	2	1	2	7	0	156	10	0	17	0	0	0	23
Porites_evermani_scaffold_923:57826-58253	Cluster_8106	N	0	4	0	6	0	0	0	2	31	0	0	0	0	1	4	0	2	0	0	13	27	0	2	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_924:79236-79841	Cluster_8107	N	7	38	0	737	47	0	0	12	16	0	1	43	144	551	581	1	116	1243	0	318	51	2	316	580	6	42	1	14	0	986	301	0	27	0	0	0	294
Porites_evermani_scaffold_925:33521-33950	Cluster_8108	N	0	3	0	44	1	0	0	1	608	0	0	0	0	4	2	0	8	285	0	0	26	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	1
Porites_evermani_scaffold_925:90792-91222	Cluster_8109	N	0	17	0	41	0	0	0	10	371	0	0	0	84	12	10	0	5	107	0	0	23	0	10	40	1	0	1	0	0	95	3	0	5	0	0	0	1
Porites_evermani_scaffold_926:89747-92180	Cluster_8110	N	493	780	0	669	53	3	0	82	5629	1	6	73	4472	583	506	1	614	3207	17	1875	875	90	1425	7602	25	115	45	18	0	1307	695	0	613	0	1	0	1684
Porites_evermani_scaffold_926:92850-93574	Cluster_8111	N	168	105	0	194	28	1	0	47	708	3	2	15	1370	199	159	2	204	955	5	875	444	37	217	581	23	21	22	8	0	272	234	0	434	0	0	0	348
Porites_evermani_scaffold_926:93644-94205	Cluster_8112	N	70	15	0	47	5	0	0	15	372	0	1	0	867	73	71	0	222	721	5	395	197	24	195	352	9	14	1	3	0	96	112	0	35	0	0	0	74
Porites_evermani_scaffold_926:117483-117912	Cluster_8113	N	0	0	0	69	10	2	0	0	0	0	3	0	61	11	107	1	2	51	1	43	74	0	0	15	18	17	3	1	0	52	44	0	388	0	0	0	228
Porites_evermani_scaffold_926:157445-157862	Cluster_8114	N	1	16	0	11	6	0	0	6	20	0	0	30	14	14	16	0	5	17	1	58	17	13	26	42	1	8	0	12	0	16	22	0	148	0	3	0	28
Porites_evermani_scaffold_926:162512-162932	Cluster_8115	N	4	35	0	20	2	0	0	6	30	0	0	35	22	33	17	0	5	24	3	165	19	4	27	61	5	15	0	5	0	12	56	0	130	0	0	0	20
Porites_evermani_scaffold_927:98642-99072	Cluster_8116	N	0	6	0	0	3	0	0	0	102	0	5	0	110	17	41	0	47	10	0	99	3	1	48	39	1	0	0	7	0	2	2	0	0	0	0	0	1
Porites_evermani_scaffold_929:49129-49557	Cluster_8117	N	14	18	0	38	7	0	0	4	87	0	1	0	106	41	34	0	60	311	2	298	81	4	53	365	3	10	0	3	0	80	30	0	2	0	0	0	48
Porites_evermani_scaffold_929:50113-50669	Cluster_8118	N	27	44	0	55	16	0	0	14	238	0	1	11	14	68	44	0	46	465	0	638	96	35	23	278	0	1	3	0	0	84	94	0	173	0	0	0	60
Porites_evermani_scaffold_929:119972-120456	Cluster_8119	N	111	72	0	1	0	0	0	1	22304	0	0	1	13	4	2	0	18	4	7	14	14	1	6	1581	0	5	10	0	0	7	23	0	25	0	1	0	130
Porites_evermani_scaffold_932:90235-90662	Cluster_8120	N	0	6	0	12	0	0	0	10	447	0	0	2	42	6	23	0	11	114	2	89	63	0	21	37	0	10	2	0	0	6	24	0	0	0	0	0	0
Porites_evermani_scaffold_934:6790-7463	Cluster_8121	N	86	0	0	41	1	0	0	5	0	0	0	0	443	3	2	0	26	232	0	179	28	2	33	366	0	0	0	0	0	39	0	0	73	0	0	0	317
Porites_evermani_scaffold_934:10277-10677	Cluster_8122	N	69	0	0	15	0	0	0	4	0	0	0	0	113	3	4	0	3	38	0	153	3	3	5	58	0	0	0	0	0	13	0	0	73	0	0	0	90
Porites_evermani_scaffold_935:47844-48271	Cluster_8123	N	6	0	0	2	0	0	0	0	0	0	0	0	994	1	88	0	2	50	0	1	14	0	79	0	1	2	0	0	0	1	0	0	0	0	0	0	17
Porites_evermani_scaffold_936:155436-155879	Cluster_8124	N	13	17	0	31	4	0	0	10	70	0	0	2	37	16	35	0	18	199	2	2	110	0	49	269	1	26	0	0	0	88	114	0	10	0	0	0	63
Porites_evermani_scaffold_936:159602-160030	Cluster_8125	N	0	5	0	13	0	0	0	3	100	0	0	0	0	26	0	2	85	291	10	0	0	15	0	0	0	2	22	2	0	11	3	0	18	0	0	0	390
Porites_evermani_scaffold_937:16467-16893	Cluster_8126	N	14	4	0	8	0	0	0	5	64	0	0	0	970	13	1	0	7	426	0	67	14	15	35	952	2	1	0	0	0	0	1	0	3	0	0	0	6
Porites_evermani_scaffold_937:19506-19923	Cluster_8127	N	5	0	0	0	1	0	0	0	112	0	0	0	59	8	9	0	2	6	0	104	0	0	11	46	1	0	0	0	0	0	0	0	5	0	0	0	103
Porites_evermani_scaffold_937:82563-82993	Cluster_8128	N	1	19	0	75	0	0	0	0	847	0	0	1	134	144	78	0	15	146	1	0	447	6	72	728	1	2	1	2	0	160	13	0	0	0	0	0	99
Porites_evermani_scaffold_937:86562-86986	Cluster_8129	N	11	17	0	39	0	0	0	7	6	0	0	1	101	0	37	2	1	46	1	28	85	2	45	113	0	0	0	0	0	45	4	0	5	0	0	0	35
Porites_evermani_scaffold_937:102318-102772	Cluster_8130	N	32	71	0	18	3	0	0	2	143	0	0	0	143	47	57	0	0	137	0	214	202	5	27	494	0	9	4	0	0	43	21	0	3	0	0	0	62
Porites_evermani_scaffold_938:14929-15356	Cluster_8131	N	1	161	0	125	0	0	0	45	0	0	1	3	1	2	5	2	1	3	9	18	258	4	2	0	0	16	7	1	0	0	1	0	7	0	0	0	4
Porites_evermani_scaffold_938:25983-26407	Cluster_8132	N	3	3	0	3	0	0	0	0	64	0	0	0	3	6	6	0	24	208	0	0	59	0	15	0	0	2	0	0	0	8	1	0	12	0	0	0	6
Porites_evermani_scaffold_938:34206-34808	Cluster_8133	N	2	69	0	97	1	0	0	18	257	0	1	0	288	2	29	0	9	215	1	7	34	0	96	4	0	0	0	0	0	21	0	0	30	0	1	0	6
Porites_evermani_scaffold_939:2740-3161	Cluster_8134	N	9	9	0	5	8	1	0	0	52	0	10	2	32	11	11	2	5	79	3	91	37	7	12	95	9	5	0	0	0	10	32	0	44	0	0	0	16
Porites_evermani_scaffold_939:26297-26714	Cluster_8135	N	0	0	0	11	1	0	0	11	0	0	0	94	0	130	0	0	0	0	0	33	10	2	0	0	0	1	0	0	0	52	0	0	39	0	0	0	2
Porites_evermani_scaffold_939:49414-49844	Cluster_8136	N	33	17	0	9	2	0	0	3	107	0	0	0	129	19	4	0	11	50	0	6	34	0	17	98	0	0	0	0	0	44	8	0	8	0	0	0	52
Porites_evermani_scaffold_939:64347-64860	Cluster_8137	N	17	559	0	156	389	3	0	28	528	4	3	579	435	893	477	4	134	380	19	361	957	86	2099	1230	79	115	44	86	0	178	665	0	880	0	14	0	297
Porites_evermani_scaffold_939:66770-67241	Cluster_8138	N	29	68	0	23	50	2	0	1	111	1	4	74	120	190	101	0	41	82	4	327	74	22	295	118	31	32	1	57	0	10	242	0	669	0	9	0	165
Porites_evermani_scaffold_939:69126-69988	Cluster_8139	N	55	382	1	242	492	12	0	47	531	26	23	444	1280	1303	1044	20	152	696	11	1564	1496	218	1755	1479	80	117	64	401	0	281	776	0	4741	0	43	0	1057
Porites_evermani_scaffold_939:70909-71376	Cluster_8140	N	19	570	0	206	115	9	0	9	359	8	9	187	628	224	338	8	57	211	8	527	0	75	451	769	40	36	31	167	0	5	914	0	1058	0	22	0	537
Porites_evermani_scaffold_939:80917-81396	Cluster_8141	N	263	3499	8	2537	1594	115	2	212	4598	42	100	2125	6147	4566	3876	72	1839	5158	58	6259	8040	619	36305	8577	646	364	459	2185	0	988	7309	1	10242	0	51	0	9894
Porites_evermani_scaffold_940:30243-30666	Cluster_8142	N	1	12	0	1	0	1	0	0	25	0	0	4	1	1	17	0	2	1	1	246	1	14	3	1	1	6	1	3	0	2	73	0	186	0	0	0	1
Porites_evermani_scaffold_941:132562-132967	Cluster_8143	N	10	35	0	19	19	0	0	7	30	0	0	10	27	76	49	0	12	12	1	93	7	3	67	25	9	11	0	9	0	17	25	0	191	0	2	0	19
Porites_evermani_scaffold_942:27073-27636	Cluster_8144	N	16	4	0	4	6	0	0	0	19	0	1	0	28	30	37	0	63	14	0	2	92	0	69	640	0	4	0	0	0	5	17	0	16	0	0	0	50
Porites_evermani_scaffold_942:31218-31648	Cluster_8145	N	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	1	0	802	0	0	0	0	0	1	6	0	0	0	0	0	0
Porites_evermani_scaffold_942:131617-132357	Cluster_8146	N	46	103	0	162	19	1	0	10	158	0	0	26	257	213	241	1	17	177	2	300	702	20	98	196	16	10	3	8	0	268	196	0	123	0	0	0	292
Porites_evermani_scaffold_942:133648-133739	Cluster_8147	Y	1041	3178	3	1446	753	74	1	227	7217	14	105	1079	7169	3424	4719	21	610	8288	75	14465	15336	676	2898	9027	226	505	230	222	0	4717	8430	0	4519	0	21	0	7087
Porites_evermani_scaffold_942:153967-154396	Cluster_8148	N	33	2	0	1	0	0	0	9	31	0	0	0	275	1	6	0	0	966	0	14	0	8	52	4	1	2	0	1	0	10	4	0	17	0	0	0	16
Porites_evermani_scaffold_943:13532-14208	Cluster_8149	N	1	128	0	87	0	3	0	1	929	0	0	1	2092	0	260	0	2	206	0	168	14	0	255	93	2	1	11	0	0	107	9	0	4	0	0	0	3
Porites_evermani_scaffold_943:168792-169211	Cluster_8150	N	2	0	0	25	0	0	0	5	0	0	0	0	14	1	0	0	1	186	0	11	30	0	13	27	0	0	0	0	0	19	0	0	1	0	0	0	33
Porites_evermani_scaffold_944:52754-53332	Cluster_8151	N	0	0	0	0	0	0	0	160	0	0	0	0	881	2	0	0	0	2589	0	4706	1	10	0	2	0	0	0	3	0	22	0	0	0	0	0	0	0
Porites_evermani_scaffold_944:78885-79526	Cluster_8152	N	1	9	0	51	36	0	0	6	13	0	5	19	108	246	7	2	131	145	0	942	599	63	6	443	0	47	2	18	0	75	206	0	27	0	0	0	16
Porites_evermani_scaffold_945:23347-23782	Cluster_8153	N	5	52	0	25	6	0	0	60	1820	0	0	6	890	35	93	0	46	1483	0	243	39	1	21	438	3	5	2	0	0	193	85	0	90	0	0	0	183
Porites_evermani_scaffold_946:134662-135091	Cluster_8154	N	1	11	0	0	0	0	0	0	15	0	0	0	2	16	4	0	2	613	2	9	3	3	7	0	1	1	0	1	0	1	0	0	1	0	0	0	2
Porites_evermani_scaffold_947:6031-7951	Cluster_8155	N	873	217	1	857	64	4	0	113	2258	1	1	78	2913	274	2520	10	706	3001	12	6098	3768	253	4127	2280	124	189	26	17	0	1307	1548	0	812	0	3	0	1831
Porites_evermani_scaffold_947:41216-41632	Cluster_8156	N	0	0	0	336	1	0	0	0	7	0	0	24	0	6	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	4	1	1	3	0	0	0	7
Porites_evermani_scaffold_947:146492-146910	Cluster_8157	N	0	1	0	0	0	0	0	0	1	0	0	0	344	6	0	0	5	5	0	0	2	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0
Porites_evermani_scaffold_949:12150-12578	Cluster_8158	N	3	3	0	8	1	0	0	0	201	0	0	0	215	0	1	0	1	70	0	141	37	2	2	60	0	0	1	0	0	11	14	0	1	0	0	0	37
Porites_evermani_scaffold_949:35662-36087	Cluster_8159	N	0	8	0	0	0	0	0	0	125	0	0	0	5	0	51	0	2	4	0	323	0	0	46	7	9	0	3	3	0	1	0	0	10	0	0	0	38
Porites_evermani_scaffold_949:44425-45117	Cluster_8160	N	13	35	0	42	2	0	0	4	146	0	3	2	276	37	53	0	20	177	1	47	168	2	39	211	2	8	2	0	0	69	28	0	34	0	0	0	42
Porites_evermani_scaffold_949:61746-62361	Cluster_8161	N	4	21	0	168	1	1	0	16	797	0	0	0	526	2	51	0	2	278	2	2	65	1	69	151	5	0	0	0	0	238	12	0	4	0	0	0	2
Porites_evermani_scaffold_949:62965-63392	Cluster_8162	N	0	0	0	0	0	0	0	0	0	0	0	0	1338	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_950:2180-2609	Cluster_8163	N	5	19	0	0	10	1	0	0	251	0	0	0	868	70	3	0	30	4	3	86	60	6	18	92	0	0	3	0	0	0	6	0	64	0	0	0	97
Porites_evermani_scaffold_950:125852-126279	Cluster_8164	N	2	1	0	2	1	0	0	0	11	0	0	0	7	7	1	0	33	16	0	6	0	1	21	151	0	0	0	0	0	2	1	0	2	0	0	0	193
Porites_evermani_scaffold_952:3539-4496	Cluster_8165	N	260	257	0	829	84	5	0	153	1701	1	3	43	3982	634	749	5	816	3504	13	1710	1256	82	770	1474	37	58	7	21	0	1501	385	0	370	0	3	0	1280
